obo_id	count	delimiter	name
CL:0000838	69	0	lymphoid lineage restricted progenitor cell
UBERON:0003102	68	0	surface structure
FF:0000266	67	0	human mature adipocyte sample
UBERON:0001781	67	0	layer of retina
CL:0002539	66	0	aortic smooth muscle cell
CL:0009004	66	0	retinal cell
UBERON:0004178	66	0	aorta smooth muscle tissue
UBERON:0001890	66	0	forebrain
UBERON:0004695	66	0	arterial system smooth muscle
UBERON:0001782	66	0	pigmented layer of retina
CL:0000076	66	0	squamous epithelial cell
UBERON:0004237	66	0	blood vessel smooth muscle
UBERON:0002780	66	0	regional part of forebrain
CL:0002586	66	0	retinal pigment epithelial cell
UBERON:0006240	66	0	future forebrain
CL:0000149	66	0	visual pigment cell
UBERON:0014402	65	0	sex-specific anatomical structure
DOID:0060124	64	1	skeletal system cancer
CL:0000710	64	0	neurecto-epithelial cell
DOID:184	64	1	bone cancer
FF:0100385	64	0	bone cancer cell line sample
UBERON:0005181	63	0	thoracic segment organ
FF:0000329	63	0	adipogenic induction sample
UBERON:0002417	62	0	abdominal segment of trunk
FF:0010012	62	0	human brain - adult sample
UBERON:0005178	62	0	thoracic cavity element
FF:0300100	62	0	ARPE-19 EMT induced with TGF-beta and TNF-alpha sample
CL:0002570	61	0	mesenchymal stem cell of adipose
FF:0000096	61	0	human mesenchymal stem cell of adipose sample
UBERON:0000072	61	0	segment of respiratory tract
UBERON:0000916	60	0	abdomen
FF:0100407	59	0	osteosarcoma cell line sample
UBERON:0003133	59	0	reproductive organ
DOID:3347	59	1	osteosarcoma
CL:0000737	59	0	striated muscle cell
FF:0100971	57	0	SAOS-2 cell sample
CL:0000547	56	0	proerythroblast
UBERON:0000076	56	0	external ectoderm
UBERON:0002465	56	0	lymphoid system
CL:0000765	56	0	erythroblast
CL:0000764	56	0	erythroid lineage cell
CL:0000050	56	0	megakaryocyte-erythroid progenitor cell
CL:0000228	56	0	multinucleate cell
CL:0002372	56	0	myotube
CL:0000038	56	0	erythroid progenitor cell
DOID:0050117	55	1	disease by infectious agent
UBERON:0005173	54	0	abdominal segment element
FF:0000402	54	0	human K562 erythroblastic leukemia cell line sample
UBERON:0001473	54	0	lymphatic vessel
UBERON:0004536	54	0	lymph vasculature
CL:0000223	54	0	endodermal cell
FF:0000332	54	0	calcification induced with ascorbate and BPG sample
FF:0000338	54	0	hemin treatment sample
UBERON:0014371	54	0	future telencephalon
UBERON:0001893	54	0	telencephalon
UBERON:0005172	54	0	abdomen element
FF:0000401	54	0	erythroblastic leukemia cell line sample
UBERON:0006558	54	0	lymphatic part of lymphoid system
CL:0000047	53	0	neuronal stem cell
FF:0200006	53	0	myoblast differentiation to myotubes, control sample
CL:0000148	53	0	melanocyte
CL:0000541	53	0	melanoblast
UBERON:0002199	53	0	integument
CL:0000540	51	0	neuron
CL:0002138	51	0	endothelial cell of lymphatic vessel
CL:0000031	51	0	neuroblast
CL:0005020	51	0	lymphangioblast
FF:0000049	51	0	human lymphatic endothelial cell sample
CL:0000404	51	0	electrically signaling cell
CL:0005022	51	0	vascular lymphangioblast
UBERON:0000486	49	0	multilaminar epithelium
CL:0002076	49	0	endo-epithelial cell
UBERON:0001869	49	0	cerebral hemisphere
FF:0000341	48	0	Vegfc treatment sample
FF:0000167	48	0	smooth muscle cell sample
FF:0200005	48	0	iPS differentiation to neuron sample
FF:0000330	48	0	EGF1 treatment sample
FF:0000400	47	0	H9 embryonic stem cell line sample
UBERON:0002097	47	0	skin of body
UBERON:0011272	47	0	embryonic skin basal layer
UBERON:0002368	47	0	endocrine gland
UBERON:0000949	47	0	endocrine system
UBERON:0005153	46	0	epithelial bud
UBERON:0001008	45	0	renal system
FF:0000331	45	0	HRG treatment sample
UBERON:0006554	45	0	urinary system structure
CL:0000827	44	0	pro-T cell
CL:0000084	44	0	T cell
UBERON:0007503	44	0	epithelial vesicle
UBERON:0001558	44	0	lower respiratory tract
FF:0000334	44	0	melanocytic induction sample
UBERON:0014404	41	0	female anatomical structure
UBERON:0003077	41	0	paraxial mesoderm
UBERON:0003100	41	0	female organism
UBERON:0007285	41	0	presumptive paraxial mesoderm
UBERON:0000474	41	0	female reproductive system
UBERON:0006914	41	0	squamous epithelium
EFO:0000544	39	1	infection
UBERON:0002329	39	0	somite
UBERON:0009618	39	0	trunk paraxial mesoderm
FF:0200010	39	0	rinderpest infection sample
CL:0001054	39	0	CD14-positive monocyte
UBERON:0002365	39	0	exocrine gland
CL:0000151	39	0	secretory cell
Disposition	39	1	disposition
UBERON:0007282	39	0	presumptive segmental plate
UBERON:0002330	39	0	exocrine system
UBERON:0003059	39	0	presomitic mesoderm
EFO:0000408	39	1	disease
UBERON:0004185	37	0	endodermal part of digestive tract
UBERON:0003064	37	0	intermediate mesoderm
FF:0000651	36	0	cardiomyocyte differentiation treatment sample
CL:0002419	35	0	mature T cell
CL:0000790	35	0	immature alpha-beta T cell
CL:0002420	35	0	immature T cell
DOID:7	35	1	disease of anatomical entity
DOID:193	35	1	reproductive organ cancer
UBERON:0005162	35	0	multi cell component structure
UBERON:0004807	35	0	respiratory system epithelium
CL:0000789	35	0	alpha-beta T cell
CL:0000791	35	0	mature alpha-beta T cell
UBERON:0004802	35	0	respiratory tract epithelium
UBERON:0000487	34	0	simple squamous epithelium
UBERON:0000930	34	0	stomodeum
UBERON:0011215	34	0	central nervous system cell part cluster
UBERON:0000165	34	0	mouth
UBERON:0004906	34	0	ectodermal part of digestive tract
CL:0002057	33	0	CD14-positive, CD16-negative classical monocyte
UBERON:0004290	33	0	dermomyotome
UBERON:0016888	33	0	transitional anatomical structure
UBERON:0001637	33	0	artery
UBERON:0002020	33	0	gray matter
FF:0011111	33	0	human CD14-positive CD16-negative Monocytes sample
UBERON:0016526	33	0	lobe of cerebral hemisphere
CL:0000860	33	0	classical monocyte
UBERON:0003528	33	0	brain grey matter
DOID:8692	32	1	myeloid leukemia
FF:0100740	32	0	myeloid leukemia cell line sample
UBERON:0007651	32	0	anatomical junction
UBERON:0009856	32	0	sac
UBERON:0000489	32	0	cavitated compound organ
CL:0000499	31	0	stromal cell
DOID:120	31	1	female reproductive organ cancer
UBERON:0004176	31	0	external genitalia
FF:0000340	31	0	IL1-beta treatment sample
UBERON:0007499	31	0	epithelial sac
FF:0000339	30	0	FGF2 treatment sample
UBERON:0009196	30	0	indifferent external genitalia
FF:0000363	30	1	6 hr sample
UBERON:0000948	29	0	heart
UBERON:0004141	29	0	heart tube
UBERON:0009550	29	0	endoderm of foregut-midgut junction
UBERON:0009881	29	0	anterior lateral plate mesoderm
UBERON:0001353	29	0	anal region
UBERON:0006235	29	0	foregut-midgut junction
UBERON:0015228	29	0	circulatory organ
UBERON:0003084	29	0	heart primordium
UBERON:0005498	29	0	primitive heart tube
UBERON:0004291	29	0	heart rudiment
UBERON:0015410	29	0	heart plus pericardium
UBERON:0004140	29	0	primary heart field
UBERON:0009497	29	0	epithelium of foregut-midgut junction
UBERON:0007005	29	0	cardiac mesoderm
UBERON:0007100	29	0	primary circulatory organ
UBERON:0004139	29	0	cardiogenic plate
UBERON:0004175	29	0	internal genitalia
FF:0000359	28	1	2 hr sample
DOID:3119	28	1	gastrointestinal system cancer
FF:0000999	28	0	fetal tissue sample
UBERON:0002423	28	0	hepatobiliary system
FF:0101533	28	0	gastrointestinal cancer cell sample
UBERON:0004161	28	0	septum transversum
UBERON:0004815	28	0	lower respiratory tract epithelium
FF:0000347	27	1	45 minutes sample
UBERON:0005597	27	0	lung primordium
UBERON:0004638	27	0	blood vessel endothelium
FF:0000343	27	0	control treatment sample
UBERON:0000171	27	0	respiration organ
UBERON:0000118	27	0	lung bud
UBERON:0002048	27	0	lung
UBERON:0001986	27	0	endothelium
FF:0000346	27	1	30 minutes sample
FF:0200009	27	0	COBL-a rinderpest infection sample
UBERON:0004852	27	0	cardiovascular system endothelium
FF:0000345	27	1	15 minutes sample
UBERON:0007530	27	0	migrating mesenchyme population
UBERON:0000170	27	0	pair of lungs
UBERON:0005409	27	0	gastrointestinal system
UBERON:0000344	26	0	mucosa
UBERON:0000993	26	0	oviduct
UBERON:0009854	26	0	digestive tract diverticulum
UBERON:0013515	26	0	subdivision of uterine tube
UBERON:0016887	26	0	entire extraembryonic component
UBERON:0000478	26	0	extraembryonic structure
UBERON:0005795	26	0	embryonic uterus
UBERON:0000995	25	0	uterus
UBERON:0008835	25	0	hepatic diverticulum
CL:0002620	25	0	skin fibroblast
UBERON:0003894	25	0	liver primordium
FF:0000373	25	1	24 hr sample
UBERON:0002036	25	0	striated muscle tissue
UBERON:0002791	25	0	regional part of telencephalon
FF:0200003	25	0	iPS differentiation to neuron, control sample
UBERON:0002113	24	0	kidney
UBERON:0003101	24	0	male organism
UBERON:0011143	24	0	upper urinary tract
CL:0000349	24	0	extraembryonic cell
DOID:630	24	1	genetic disease
UBERON:0001630	24	0	muscle organ
UBERON:0005095	24	0	kidney rudiment
FF:0000361	24	1	4 hr sample
UBERON:0003918	24	0	kidney mesenchyme
FF:0000344	24	0	0 minute sample
UBERON:0007687	24	0	kidney field
UBERON:0000079	24	0	male reproductive system
UBERON:0014403	24	0	male anatomical structure
FF:0000360	24	1	3 hr sample
UBERON:0005090	24	0	muscle structure
CL:0002251	23	0	epithelial cell of alimentary canal
FF:0000250	23	0	human fibroblast of skin sample
FF:0000031	23	0	CD4-positive T cell sample
UBERON:0014892	23	0	skeletal muscle organ
CL:0000095	23	0	neuron associated cell
UBERON:0018254	23	0	skeletal musculature
DOID:0080014	23	1	chromosomal disease
CL:0000624	23	0	CD4-positive, alpha-beta T cell
UBERON:0003082	23	0	myotome
FF:0200004	23	0	iPS differentiation to neuron, down-syndrome donor sample
DOID:14250	23	1	Down syndrome
CL:0000123	23	0	neuron associated cell (sensu Vertebrata)
UBERON:0006925	22	0	digestive gland
UBERON:0008836	22	0	liver bud
CL:0000077	22	0	mesothelial cell
UBERON:0005564	22	0	gonad primordium
UBERON:0000991	22	0	gonad
UBERON:0003729	22	0	mouth mucosa
CL:0000826	22	0	pro-B cell
UBERON:0001134	22	0	skeletal muscle tissue
UBERON:0000117	22	0	respiratory tube
FF:0101883	22	0	acute myeloid leukemia cell line sample
UBERON:0002107	22	0	liver
CL:0000945	22	0	lymphocyte of B lineage
UBERON:0009117	22	0	indifferent gonad
FF:0100400	21	0	sarcoma cell line sample
FF:0000408	21	0	cellular fractionation sample
FF:0000354	21	1	150 minutes sample
UBERON:0010313	21	0	neural crest-derived structure
UBERON:0000115	21	0	lung epithelium
UBERON:0001046	21	0	hindgut
FF:0000358	21	1	1 hr sample
UBERON:0000125	21	0	neural nucleus
CL:0000030	21	0	glioblast
UBERON:0011300	21	0	gray matter of telencephalon
FF:0000351	21	1	80 minutes sample
FF:0000352	21	1	100 minutes sample
CL:0000339	21	0	glioblast (sensu Vertebrata)
UBERON:0003057	21	0	chordal neural plate
UBERON:0002308	21	0	nucleus of brain
UBERON:0000077	21	0	mixed endoderm/mesoderm-derived structure
CL:0000082	21	0	epithelial cell of lung
UBERON:0003076	21	0	posterior neural tube
DOID:1115	21	1	sarcoma
UBERON:0005856	20	0	developing mesenchymal condensation
UBERON:0007245	20	0	nuclear complex of neuraxis
CL:0000125	20	0	glial cell
UBERON:0011585	20	0	cell condensation
UBERON:0000058	20	0	duct
UBERON:0002420	20	0	basal ganglion
UBERON:0010009	20	0	aggregate regional part of brain
UBERON:0010011	20	0	collection of basal ganglia
CL:0000243	20	0	glial cell (sensu Vertebrata)
UBERON:0011595	20	0	jaw region
DOID:0050615	20	1	respiratory system cancer
UBERON:0002075	20	0	viscus
DOID:1324	19	1	lung cancer
UBERON:0012361	19	0	internal anal region
DOID:3095	19	1	germ cell and embryonal cancer
FF:0100762	19	0	lung cancer cell line sample
UBERON:0001801	19	0	anterior segment of eyeball
UBERON:0004122	19	0	genitourinary system
FF:0100353	19	0	lung cell line sample
UBERON:0005085	19	0	ectodermal placode
UBERON:0004874	19	0	somatopleure
UBERON:0013754	19	0	integumentary system layer
DOID:2994	19	1	germ cell cancer
UBERON:0011814	19	0	non-neurogenic ectodermal placode
CL:0000327	18	0	extracellular matrix secreting cell
UBERON:0000158	18	0	membranous layer
UBERON:0000463	18	0	organism substance
UBERON:0000160	18	0	intestine
FF:0000367	18	1	12 hr sample
CL:0002546	18	0	embryonic blood vessel endothelial progenitor cell
CL:0000071	18	0	blood vessel endothelial cell
UBERON:0005971	18	0	amniotic fold
UBERON:0006876	18	0	vasculature of organ
UBERON:0005631	18	0	extraembryonic membrane
FF:0000362	18	1	5 hr sample
UBERON:0014387	18	0	mesenchyme derived from neural crest
CL:0000630	18	0	supportive cell
FF:0102424	17	0	mesothelioma cell line sample
DOID:2394	17	1	ovarian cancer
FF:0102024	17	0	squamous cell carcinoma cell line sample
UBERON:0005253	17	0	head mesenchyme
UBERON:0006314	17	0	bodily fluid
UBERON:0004732	17	0	segmental subdivision of nervous system
DOID:1749	17	1	squamous cell carcinoma
FF:0000166	17	0	human small airway epithelial cell sample
UBERON:0007196	17	0	tracheobronchial tree
UBERON:0000164	17	0	primitive urogenital sinus
CL:0002368	17	0	respiratory epithelial cell
UBERON:0000163	17	0	embryonic cloaca
UBERON:0009145	17	0	pharyngeal region of foregut
UBERON:0000162	17	0	cloaca
UBERON:0001557	17	0	upper respiratory tract
UBERON:0003513	16	0	trunk blood vessel
DOID:934	16	1	viral infectious disease
UBERON:0001003	16	0	skin epidermis
UBERON:0001828	16	0	gingiva
CL:0002494	16	0	cardiocyte
UBERON:0007376	16	0	outer epithelium
UBERON:0007277	16	0	presumptive hindbrain
UBERON:3000961	16	0	external integument structure
UBERON:0000203	16	0	pallium
UBERON:0008814	16	0	pharyngeal arch system
UBERON:0003134	16	0	female reproductive organ
FF:0000647	16	0	udorn influenza infection sample
UBERON:0004733	16	0	segmental subdivision of hindbrain
UBERON:0000178	16	0	blood
CL:0002159	16	0	general ecto-epithelial cell
FF:0000364	16	1	7 hr sample
UBERON:0006596	16	0	presumptive blood
UBERON:0003089	16	0	sclerotome
UBERON:0002028	16	0	hindbrain
DOID:8469	16	1	influenza
UBERON:0007383	16	0	enveloping layer of ectoderm
UBERON:0000179	16	0	haemolymphatic fluid
CL:0002518	15	0	kidney epithelial cell
UBERON:0003099	15	0	cranial neural crest
